"Story","Title","Result","Date","Stability","Duration (s)"
"Transacción con tarjeta en Wompi Sandbox","Crear una transacción declinada con tarjeta","PENDING","2025-10-16T02:33:04.81-05:00[America/Bogota]","0.0","5.36"
