"Story","Title","Result","Date","Stability","Duration (s)"
"Transacción con tarjeta en Wompi Sandbox","Crear una transacción declinada con tarjeta","SUCCESS","2025-10-16T02:37:39.113-05:00[America/Bogota]","0.0","8.68"
